from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Minsk 2,Minsk 2,Belarus,28.051,54.47,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,491
Franz Josef Strauss,Munich,Germany,12.31,48.589,Balice,Krakow,Poland,20.308,50.129,LOT Polish Airlines,Poland,603
Franz Josef Strauss,Munich,Germany,12.31,48.589,Lawica,Poznan,Poland,17.377,52.701,LOT Polish Airlines,Poland,579
Franz Josef Strauss,Munich,Germany,12.31,48.589,Strachowice,Wroclaw,Poland,17.476,51.171,LOT Polish Airlines,Poland,468
Cote D Azur,Nice,France,7.359,44.097,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,1389
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,7484
Lawica,Poznan,Poland,17.377,52.701,Frankfurt Main,Frankfurt,Germany,8.905,50.044,LOT Polish Airlines,Poland,657
Lawica,Poznan,Poland,17.377,52.701,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,290
Riga Intl,Riga,Latvia,24.618,57.539,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,615
Saarbrucken,Saarbruecken,Germany,7.182,49.357,Luxembourg,Luxemburg,Luxembourg,6.352,50.044,LOT Polish Airlines,Poland,96
Sheremetyevo,Moscow,Russia,37.69,56.621,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,1142
Tbilisi,Tbilisi,Georgia,45.591,42.115,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,2120
Ben Gurion,Tel-aviv,Israel,35.477,32.018,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,2515
Tegel,Berlin,Germany,13.479,52.932,Saarbrucken,Saarbruecken,Germany,7.182,49.357,LOT Polish Airlines,Poland,592
Schwechat,Vienna,Austria,16.949,48.183,Balice,Krakow,Poland,20.308,50.129,LOT Polish Airlines,Poland,326
Vilnius Intl,Vilnius,Lithuania,25.476,55.056,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,400
Okecie,Warsaw,Poland,21.611,52.276,Arlanda,Stockholm,Sweden,18.531,60.086,LOT Polish Airlines,Poland,888
Okecie,Warsaw,Poland,21.611,52.276,Barcelona,Barcelona,Spain,2.13,41.495,LOT Polish Airlines,Poland,1894
Okecie,Warsaw,Poland,21.611,52.276,Brussels Natl,Brussels,Belgium,4.807,51.502,LOT Polish Airlines,Poland,1153
Okecie,Warsaw,Poland,21.611,52.276,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,18.629,53.161,LOT Polish Airlines,Poland,223
Okecie,Warsaw,Poland,21.611,52.276,Charles De Gaulle,Paris,France,2.916,49.021,LOT Polish Airlines,Poland,1362
Okecie,Warsaw,Poland,21.611,52.276,Donetsk Intl,Donetsk,Ukraine,38.232,48.122,LOT Polish Airlines,Poland,1266
Okecie,Warsaw,Poland,21.611,52.276,Zvartnots,Yerevan,Armenia,44.659,40.245,LOT Polish Airlines,Poland,2203
Okecie,Warsaw,Poland,21.611,52.276,Fiumicino,Rome,Italy,12.417,42.34,LOT Polish Airlines,Poland,1301
Okecie,Warsaw,Poland,21.611,52.276,Lech Walesa,Gdansk,Poland,18.777,54.629,LOT Polish Airlines,Poland,321
Okecie,Warsaw,Poland,21.611,52.276,Hamburg,Hamburg,Germany,10.647,54.05,LOT Polish Airlines,Poland,756
Okecie,Warsaw,Poland,21.611,52.276,Helsinki Vantaa,Helsinki,Finland,25.605,60.528,LOT Polish Airlines,Poland,949
Okecie,Warsaw,Poland,21.611,52.276,John F Kennedy Intl,New York,United States,-73.632,41.066,LOT Polish Airlines,Poland,6836
Okecie,Warsaw,Poland,21.611,52.276,Khrabrovo,Kaliningrad,Russia,20.987,55.483,LOT Polish Airlines,Poland,358
Okecie,Warsaw,Poland,21.611,52.276,Pyrzowice,Katowice,Poland,19.133,50.79,LOT Polish Airlines,Poland,238
Okecie,Warsaw,Poland,21.611,52.276,Pulkovo,St. Petersburg,Russia,30.437,60.333,LOT Polish Airlines,Poland,1046
Okecie,Warsaw,Poland,21.611,52.276,Lisboa,Lisbon,Portugal,-8.56,39.302,LOT Polish Airlines,Poland,2718
Okecie,Warsaw,Poland,21.611,52.276,Barajas,Madrid,Spain,-3.278,40.822,LOT Polish Airlines,Poland,2272
Okecie,Warsaw,Poland,21.611,52.276,Franz Josef Strauss,Munich,Germany,12.31,48.589,LOT Polish Airlines,Poland,775
Okecie,Warsaw,Poland,21.611,52.276,Cote D Azur,Nice,France,7.359,44.097,LOT Polish Airlines,Poland,1389
Okecie,Warsaw,Poland,21.611,52.276,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,LOT Polish Airlines,Poland,7484
Okecie,Warsaw,Poland,21.611,52.276,Lawica,Poznan,Poland,17.377,52.701,LOT Polish Airlines,Poland,290
Okecie,Warsaw,Poland,21.611,52.276,Riga Intl,Riga,Latvia,24.618,57.539,LOT Polish Airlines,Poland,615
Okecie,Warsaw,Poland,21.611,52.276,Sofia,Sofia,Bulgaria,23.676,43.158,LOT Polish Airlines,Poland,1025
Okecie,Warsaw,Poland,21.611,52.276,Goleniow,Szczechin,Poland,15.503,53.974,LOT Polish Airlines,Poland,448
Okecie,Warsaw,Poland,21.611,52.276,Tallinn,Tallinn-ulemiste International,Estonia,25.388,59.688,LOT Polish Airlines,Poland,856
Okecie,Warsaw,Poland,21.611,52.276,Tegel,Berlin,Germany,13.479,52.932,LOT Polish Airlines,Poland,553
Okecie,Warsaw,Poland,21.611,52.276,Vilnius Intl,Vilnius,Lithuania,25.476,55.056,LOT Polish Airlines,Poland,400
Okecie,Warsaw,Poland,21.611,52.276,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,LOT Polish Airlines,Poland,6912
Strachowice,Wroclaw,Poland,17.476,51.171,Dusseldorf,Duesseldorf,Germany,7.277,51.482,LOT Polish Airlines,Poland,708
Strachowice,Wroclaw,Poland,17.476,51.171,Franz Josef Strauss,Munich,Germany,12.31,48.589,LOT Polish Airlines,Poland,468
Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,6912
Eday Airport,Eday,United Kingdom,-2.621,59.317,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,33
Eday Airport,Eday,United Kingdom,-2.621,59.317,Westray Airport,Westray,United Kingdom,-2.917,59.583,Logan Air,United Kingdom,34
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Logan Air,United Kingdom,36
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Logan Air,United Kingdom,1
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Westray Airport,Westray,United Kingdom,-2.917,59.583,Logan Air,United Kingdom,4
Sanday Airport,Sanday,United Kingdom,-2.295,59.417,North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Logan Air,United Kingdom,25
Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Logan Air,United Kingdom,18
North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,44
Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Eday Airport,Eday,United Kingdom,-2.621,59.317,Logan Air,United Kingdom,32
Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Logan Air,United Kingdom,35
Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Eday Airport,Eday,United Kingdom,-2.621,59.317,Logan Air,United Kingdom,14
Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Logan Air,United Kingdom,18
Westray Airport,Westray,United Kingdom,-2.917,59.583,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,4
Westray Airport,Westray,United Kingdom,-2.917,59.583,Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Logan Air,United Kingdom,46
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Cancun Intl,Cancun,Mexico,-86.796,21.06,LAN Peru,Peru,3776
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,LAN Peru,Peru,4209
Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,1823
Cancun Intl,Cancun,Mexico,-86.796,21.06,El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,LACSA,Costa Rica,832
Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,LACSA,Costa Rica,3187
La Aurora,Guatemala City,Guatemala,-90.213,14.972,Los Angeles Intl,Los Angeles,United States,-118.014,34.57,LACSA,Costa Rica,3531
La Aurora,Guatemala City,Guatemala,-90.213,14.972,La Mesa Intl,San Pedro Sula,Honduras,-87.873,15.754,LACSA,Costa Rica,265
Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,1428
John F Kennedy Intl,New York,United States,-73.632,41.066,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,3521
Los Angeles Intl,Los Angeles,United States,-118.014,34.57,El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,LACSA,Costa Rica,3766
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Ministro Pistarini,Buenos Aires,Argentina,-58.227,-34.704,LACSA,Costa Rica,3187
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,2573
Daniel Oduber Quiros Intl,Liberia,Costa Rica,-85.241,10.988,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,174
Jose Maria Cordova,Rio Negro,Colombia,-75.039,6.274,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,1067
Licenciado Benito Juarez Intl,Mexico City,Mexico,-98.454,19.727,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,1876
Managua Intl,Managua,Nicaragua,-85.614,12.235,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,274
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Daniel Oduber Quiros Intl,Liberia,Costa Rica,-85.241,10.988,LACSA,Costa Rica,3527
Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,-82.834,8.888,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,217
Tocumen Intl,Panama City,Panama,-78.973,9.118,Jose Maria Cordova,Rio Negro,Colombia,-75.039,6.274,LACSA,Costa Rica,536
El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,Cancun Intl,Cancun,Mexico,-86.796,21.06,LACSA,Costa Rica,832
El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,Managua Intl,Managua,Nicaragua,-85.614,12.235,LACSA,Costa Rica,347
El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,LACSA,Costa Rica,3487
La Mesa Intl,San Pedro Sula,Honduras,-87.873,15.754,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,725
Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,1772
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Simon Bolivar Intl,Caracas,Venezuela,-66.985,11.005,LACSA,Costa Rica,1823
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Drake Bay Airport,Puntarenas,Costa Rica,-83.403,9.198,LACSA,Costa Rica,164
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,La Aurora,Guatemala City,Guatemala,-90.213,14.972,LACSA,Costa Rica,855
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,John F Kennedy Intl,New York,United States,-73.632,41.066,LACSA,Costa Rica,3521
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,LACSA,Costa Rica,2573
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Jose Maria Cordova,Rio Negro,Colombia,-75.039,6.274,LACSA,Costa Rica,1067
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Managua Intl,Managua,Nicaragua,-85.614,12.235,LACSA,Costa Rica,274
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Phoenix Sky Harbor Intl,Phoenix,United States,-111.353,33.723,LACSA,Costa Rica,3808
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Palmar Sur,Palmar Sur,Costa Rica,-83.115,9.585,LACSA,Costa Rica,134
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,El Salvador Intl,San Salvador,El Salvador,-88.427,13.734,LACSA,Costa Rica,618
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,LACSA,Costa Rica,1772
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Tambor Airport,Nicoya,Costa Rica,-84.357,10.23,LACSA,Costa Rica,87
Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,Mariscal Sucre Intl,Quito,Ecuador,-78.148,0.431,LACSA,Costa Rica,1291
Toncontin Intl,Tegucigalpa,Honduras,-86.696,14.101,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,503
Cabo Velas Airport,Nicoya,Costa Rica,-85.755,10.592,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,226
La Managua,Quepos,Costa Rica,-83.55,9.738,Juan Santamaria Intl,San Jose,Costa Rica,-83.682,10.656,LACSA,Costa Rica,103
Lanzarote,Las Palmas,Spain,-13.343,29.575,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,2925
Alicante,Alicante,Spain,-0.264,38.47,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,1778
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Jet2.com,United Kingdom,1274
Blackpool,Blackpool,United Kingdom,-2.382,54.286,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3125
Ferihegy,Budapest,Hungary,19.425,47.728,Manchester,Manchester,United Kingdom,-1.792,53.589,Jet2.com,United Kingdom,1623
Aix Les Bains,Chambery,France,6.467,46.063,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Jet2.com,United Kingdom,1337
Aix Les Bains,Chambery,France,6.467,46.063,Manchester,Manchester,United Kingdom,-1.792,53.589,Jet2.com,United Kingdom,1023
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,669
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1337
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Salzburg,Salzburg,Austria,13.007,48.322,Jet2.com,United Kingdom,1413
Fiumicino,Rome,Italy,12.417,42.34,Manchester,Manchester,United Kingdom,-1.792,53.589,Jet2.com,United Kingdom,1632
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,277
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Aldergrove,Belfast,United Kingdom,-5.694,55.095,Jet2.com,United Kingdom,1274
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,1043
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Lanzarote,Las Palmas,Spain,-13.343,29.575,Jet2.com,United Kingdom,2925
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Alicante,Alicante,Spain,-0.264,38.47,Jet2.com,United Kingdom,1778
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Aldergrove,Belfast,United Kingdom,-5.694,55.095,Jet2.com,United Kingdom,282
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1086
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Jet2.com,United Kingdom,277
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Ruzyne,Prague,Czech Republic,14.433,50.168,Jet2.com,United Kingdom,1175
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3169
Manchester,Manchester,United Kingdom,-1.792,53.589,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1023
Manchester,Manchester,United Kingdom,-1.792,53.589,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Jet2.com,United Kingdom,980
Manchester,Manchester,United Kingdom,-1.792,53.589,Ruzyne,Prague,Czech Republic,14.433,50.168,Jet2.com,United Kingdom,1173
Manchester,Manchester,United Kingdom,-1.792,53.589,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3074
Murcia San Javier,Murcia,Spain,-0.688,38.291,Manchester,Manchester,United Kingdom,-1.792,53.589,Jet2.com,United Kingdom,1703
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Cork,Cork,Ireland,-8.152,52.402,Jet2.com,United Kingdom,528
Cork,Cork,Ireland,-8.152,52.402,Newcastle,Newcastle,United Kingdom,-1.487,55.062,Jet2.com,United Kingdom,528
Ruzyne,Prague,Czech Republic,14.433,50.168,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,1175
Salzburg,Salzburg,Austria,13.007,48.322,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Jet2.com,United Kingdom,1413
Salzburg,Salzburg,Austria,13.007,48.322,Manchester,Manchester,United Kingdom,-1.792,53.589,Jet2.com,United Kingdom,1187
Tenerife Sur,Tenerife,Spain,-16.288,28.074,Nottingham East Midlands,East Midlands,United Kingdom,-0.881,53.385,Jet2.com,United Kingdom,3084
Tenerife Sur,Tenerife,Spain,-16.288,28.074,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,3169
Tenerife Sur,Tenerife,Spain,-16.288,28.074,Newcastle,Newcastle,United Kingdom,-1.487,55.062,Jet2.com,United Kingdom,3228
Albuquerque International Sunport,Albuquerque,United States,-106.349,35.067,Alamogordo White Sands Regional Airport,Alamogordo,United States,-105.985,33.399,Pacific Wings,United States,188
Athens Ben Epps Airport,Athens,United States,-82.878,34.581,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,Pacific Wings,United States,121
Alamogordo White Sands Regional Airport,Alamogordo,United States,-105.985,33.399,Cavern City Air Terminal,Carlsbad,United States,-103.773,32.562,Pacific Wings,United States,226
Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,Middle Georgia Rgnl,Macon,United States,-83.416,33.154,Pacific Wings,United States,116
Cavern City Air Terminal,Carlsbad,United States,-103.773,32.562,Albuquerque International Sunport,Albuquerque,United States,-106.349,35.067,Pacific Wings,United States,366
Cavern City Air Terminal,Carlsbad,United States,-103.773,32.562,Lea Co Rgnl,Hobbs,United States,-102.696,33.145,Pacific Wings,United States,119
Hana,Hana,United States,-155.358,21.326,Kahului,Kahului,United States,-156.051,21.497,Pacific Wings,United States,74
Kona Intl At Keahole,Kona,United States,-155.41,20.231,Kahului,Kahului,United States,-156.051,21.497,Pacific Wings,United States,155
Middle Georgia Rgnl,Macon,United States,-83.416,33.154,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,Pacific Wings,United States,116
Molokai,Molokai,United States,-156.494,21.254,Kalaupapa Airport,Molokai,United States,-156.957,21.351,Pacific Wings,United States,49
Mc Kellar Sipes Rgnl,Jackson,United States,-88.86,35.999,Nashville Intl,Nashville,United States,-86.464,36.207,Pacific Wings,United States,216
Kahului,Kahului,United States,-156.051,21.497,Hana,Hana,United States,-155.358,21.326,Pacific Wings,United States,74
Kahului,Kahului,United States,-156.051,21.497,Molokai,Molokai,United States,-156.494,21.254,Pacific Wings,United States,53
Lanzarote,Las Palmas,Spain,-13.343,29.575,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,2778
Malaga,Malaga,Spain,-4.166,37.124,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,1593
Arlanda,Stockholm,Sweden,18.531,60.086,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,1723
Eleftherios Venizelos Intl,Athens,Greece,24.574,38.56,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,1735
Bahrain Intl,Bahrain,Bahrain,51.056,26.451,Doha Intl,Doha,Qatar,51.941,25.435,Swiss International Air Lines,Switzerland,143
Barcelona,Barcelona,Spain,2.13,41.495,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,634
Beograd,Beograd,Serbia,20.515,45.364,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,925
Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,9020
General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,5959
Bari,Bari,Italy,17.267,41.231,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,982
Brussels Natl,Brussels,Belgium,4.807,51.502,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,576
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Barcelona,Barcelona,Spain,2.13,41.495,Swiss International Air Lines,Switzerland,851
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Ferihegy,Budapest,Hungary,19.425,47.728,Swiss International Air Lines,Switzerland,860
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Swiss International Air Lines,Switzerland,391
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Swiss International Air Lines,Switzerland,240
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Ataturk,Istanbul,Turkey,29.357,41.628,Swiss International Air Lines,Switzerland,1827
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Manchester,Manchester,United Kingdom,-1.792,53.589,Swiss International Air Lines,Switzerland,921
EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Ruzyne,Prague,Czech Republic,14.433,50.168,Swiss International Air Lines,Switzerland,535
Ferihegy,Budapest,Hungary,19.425,47.728,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Swiss International Air Lines,Switzerland,860
Cairo Intl,Cairo,Egypt,31.675,30.203,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,2839
Charles De Gaulle,Paris,France,2.916,49.021,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,380
Bandaranaike Intl Colombo,Colombo,Sri Lanka,80.473,7.301,Male Intl,Male,Maldives,73.881,4.319,Swiss International Air Lines,Switzerland,800
Kastrup,Copenhagen,Denmark,13.093,56.029,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Swiss International Air Lines,Switzerland,962
Kastrup,Copenhagen,Denmark,13.093,56.029,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,961
Cancun Intl,Cancun,Mexico,-86.796,21.06,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,8700
Indira Gandhi Intl,Delhi,India,77.171,28.944,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,6095
Douala,Douala,Cameroon,10.199,4.01,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,4867
Domododevo,Moscow,Russia,38.51,55.681,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,2198
Dresden,Dresden,Germany,14.278,51.221,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,544
Dusseldorf,Duesseldorf,Germany,7.277,51.482,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Swiss International Air Lines,Switzerland,391
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,428
Dubai Intl,Dubai,United Arab Emirates,55.607,25.421,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,4754
Newark Liberty Intl,Newark,United States,-73.615,41.154,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,6273
Fiumicino,Rome,Italy,12.417,42.34,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,663
Frankfurt Main,Frankfurt,Germany,8.905,50.044,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Swiss International Air Lines,Switzerland,240
Frankfurt Main,Frankfurt,Germany,8.905,50.044,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,252
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,9596
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Eleftherios Venizelos Intl,Athens,Greece,24.574,38.56,Swiss International Air Lines,Switzerland,1735
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Brussels Natl,Brussels,Belgium,4.807,51.502,Swiss International Air Lines,Switzerland,576
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Charles De Gaulle,Paris,France,2.916,49.021,Swiss International Air Lines,Switzerland,380
Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Domododevo,Moscow,Russia,38.51,55.681,Swiss International Air Lines,Switzerland,2455
